cycle,name,current-object,current-action,time-left,sleep,hunger,social,hygene,culinary,outdoor,sport,knowlegable
641,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
642,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
643,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
644,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
645,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
646,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
647,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
648,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
649,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
650,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
651,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
652,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
653,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
654,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
655,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
656,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
657,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
658,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
659,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
660,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
661,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
662,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
663,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
664,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
665,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
666,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
667,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
668,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
669,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
670,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
671,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
672,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
673,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
674,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
675,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
676,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
677,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
678,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
679,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
680,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
681,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
682,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
683,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
684,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
685,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
686,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
687,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
688,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
689,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
690,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
691,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
692,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
693,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
694,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
695,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
696,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
697,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
698,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
699,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
700,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
701,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
702,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
703,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
704,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
705,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
706,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
707,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
708,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
709,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
710,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
711,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
712,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
713,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
714,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
715,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
716,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
717,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
718,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
719,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
720,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
721,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
722,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
723,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
724,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
725,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
726,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
727,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
728,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
729,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
730,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
731,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
732,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
733,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
734,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
735,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
736,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
737,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
738,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
739,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
740,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
741,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
742,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
743,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
744,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
745,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
746,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
747,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
748,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
749,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
750,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
751,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
752,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
753,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
754,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
755,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
756,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
757,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
758,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
759,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
760,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
761,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
762,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
763,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
764,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
765,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
766,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
767,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
768,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
769,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
770,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
771,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
772,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
773,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
774,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
775,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
776,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
777,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
778,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
779,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
780,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
781,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
782,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
783,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
784,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
785,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
786,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
787,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
788,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
789,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
790,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
791,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
792,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
793,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
794,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
795,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
796,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
797,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
798,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
799,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
800,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
801,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
802,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
803,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
804,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
805,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
806,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
807,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
808,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
809,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
810,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
811,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
812,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
813,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
814,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
815,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
816,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
817,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
818,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
819,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
820,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
821,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
822,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
823,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
824,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
825,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
826,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
827,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
828,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
829,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
830,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
831,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
832,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
833,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
834,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
835,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
836,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
837,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
838,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
839,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
840,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
841,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
842,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
843,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
844,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
845,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
846,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
847,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
848,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
849,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
850,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
851,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
852,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
853,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
854,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
855,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
856,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
857,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
858,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
859,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
860,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
861,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
862,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
863,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
864,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
865,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
866,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
867,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
868,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
869,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
870,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
871,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
872,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
873,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
874,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
875,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
876,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
877,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
878,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
879,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
880,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
881,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
882,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
883,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
884,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
885,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
886,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
887,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
888,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
889,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
890,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
891,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
892,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
893,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
894,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
895,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
896,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
897,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
898,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
899,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
900,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
901,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
902,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
903,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
904,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
905,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
906,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
907,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
908,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
909,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
910,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
911,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
912,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
913,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
914,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
915,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
916,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
917,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
918,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
919,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
920,Luna Cromwell,bathroom,wash-hands,-2,-75,0,-100,100,-50,-100,0,0
921,Luna Cromwell,bed,sleep,8,-40,0,-100,95,-55,-100,0,0
922,Luna Cromwell,bed,sleep,7,-5,0,-100,90,-60,-100,0,0
923,Luna Cromwell,bathroom,wash-hands,1,-10,0,-100,100,-65,-100,0,0
924,Luna Cromwell,bathroom,wash-hands,0,-15,0,-100,100,-70,-100,0,0
925,Luna Cromwell,bathroom,wash-hands,-1,-20,0,-100,100,-75,-100,0,0
926,Luna Cromwell,bathroom,wash-hands,-2,-25,0,-100,100,-80,-100,0,0
927,Luna Cromwell,bathroom,wash-hands,-3,-30,0,-100,100,-85,-100,0,0
928,Luna Cromwell,restaurant,eat,3,-35,0,-90,95,-40,-100,0,0
929,Luna Cromwell,bathroom,wash-hands,1,-40,0,-95,100,-45,-100,0,0
930,Luna Cromwell,bathroom,wash-hands,0,-45,0,-100,100,-50,-100,0,0
931,Luna Cromwell,bathroom,wash-hands,-1,-50,0,-100,100,-55,-100,0,0
932,Luna Cromwell,bathroom,wash-hands,-2,-55,0,-100,100,-60,-100,0,0
933,Luna Cromwell,bathroom,wash-hands,-3,-60,0,-100,100,-65,-100,0,0
934,Luna Cromwell,bathroom,wash-hands,-4,-65,0,-100,100,-70,-100,0,0
935,Luna Cromwell,bed,sleep,8,-30,0,-100,95,-75,-100,0,0
936,Luna Cromwell,bathroom,wash-hands,1,-35,0,-100,100,-80,-100,0,0
937,Luna Cromwell,bathroom,wash-hands,0,-40,0,-100,100,-85,-100,0,0
938,Luna Cromwell,bathroom,wash-hands,-1,-45,0,-100,100,-90,-100,0,0
939,Luna Cromwell,restaurant,eat,3,-50,0,-90,95,-45,-100,0,0
940,Luna Cromwell,bathroom,wash-hands,1,-55,0,-95,100,-50,-100,0,0
941,Luna Cromwell,bathroom,wash-hands,0,-60,0,-100,100,-55,-100,0,0
942,Luna Cromwell,bathroom,wash-hands,-1,-65,0,-100,100,-60,-100,0,0
943,Luna Cromwell,bathroom,wash-hands,-2,-70,0,-100,100,-65,-100,0,0
944,Luna Cromwell,bed,sleep,8,-35,0,-100,95,-70,-100,0,0
945,Luna Cromwell,bed,sleep,7,0,0,-100,90,-75,-100,0,0
946,Luna Cromwell,bathroom,wash-hands,1,-5,0,-100,100,-80,-100,0,0
947,Luna Cromwell,bathroom,wash-hands,0,-10,0,-100,100,-85,-100,0,0
948,Luna Cromwell,bathroom,wash-hands,-1,-15,0,-100,100,-90,-100,0,0
949,Luna Cromwell,restaurant,eat,3,-20,0,-90,95,-45,-100,0,0
950,Luna Cromwell,bathroom,wash-hands,1,-25,0,-95,100,-50,-100,0,0
951,Luna Cromwell,bathroom,wash-hands,0,-30,0,-100,100,-55,-100,0,0
952,Luna Cromwell,bathroom,wash-hands,-1,-35,0,-100,100,-60,-100,0,0
953,Luna Cromwell,bathroom,wash-hands,-2,-40,0,-100,100,-65,-100,0,0
954,Luna Cromwell,bathroom,wash-hands,-3,-45,0,-100,100,-70,-100,0,0
955,Luna Cromwell,bathroom,wash-hands,-4,-50,0,-100,100,-75,-100,0,0
956,Luna Cromwell,restaurant,eat,3,-55,0,-90,95,-30,-100,0,0
957,Luna Cromwell,bathroom,wash-hands,1,-60,0,-95,100,-35,-100,0,0
958,Luna Cromwell,bathroom,wash-hands,0,-65,0,-100,100,-40,-100,0,0
959,Luna Cromwell,bathroom,wash-hands,-1,-70,0,-100,100,-45,-100,0,0
